url,domain,discovery_source,risk_score,risk_level,confirmed_live,investigated_at,live_at_export_time
http://efesbetcasino441.com,efesbetcasino441.com,keyword_match,36,LOW,False,2026-07-25 00:52:26.876462+00:00,True
http://bestkansasonlinecasinos-us-org.pages.dev,bestkansasonlinecasinos-us-org.pages.dev,keyword_match,41,MEDIUM,False,2026-07-25 14:20:12.300049+00:00,True
http://app.casinometropol1008.com,app.casinometropol1008.com,keyword_match,36,LOW,False,2026-07-25 22:33:50.406575+00:00,True
http://chickenvulkanapp.com,chickenvulkanapp.com,keyword_match,31,LOW,False,2026-07-25 19:59:53.347401+00:00,True
http://1xbet-igq8.click,1xbet-igq8.click,keyword_match,36,LOW,False,2026-07-26 07:58:36.349466+00:00,True
http://pinup.day-sale.com,pinup.day-sale.com,keyword_match,30,LOW,True,2026-07-23 23:49:43.630853+00:00,True
http://1xbet1xgame.com,1xbet1xgame.com,keyword_match,46,MEDIUM,False,2026-07-26 04:43:18.971115+00:00,True
http://www.1xbetcasino.ae.org,www.1xbetcasino.ae.org,keyword_match,27,LOW,False,2026-07-25 23:39:14.309779+00:00,True
http://m.games-ayxbet.com,m.games-ayxbet.com,keyword_match,33,LOW,True,2026-07-23 19:32:38.728619+00:00,True
http://67wincasino.com,67wincasino.com,keyword_match,40,MEDIUM,False,2026-07-25 19:58:53.696129+00:00,True
http://www.jilion.com,www.jilion.com,keyword_match,28,LOW,False,2026-07-26 07:18:32.551813+00:00,True
http://betwaycasino.co.no,betwaycasino.co.no,keyword_match,27,LOW,True,2026-07-24 05:25:13.345477+00:00,True
http://www.nl-monixbetcasino.com,www.nl-monixbetcasino.com,keyword_match,59,MEDIUM,True,2026-07-26 09:33:56.016425+00:00,True
http://melbet-yemen.com,melbet-yemen.com,keyword_match,24,LOW,False,2026-07-24 16:36:58.547967+00:00,True
http://login.jilisuper.io,login.jilisuper.io,keyword_match,38,LOW,False,2026-07-25 17:34:50.814467+00:00,True
http://chat.casinomaxi763.com,chat.casinomaxi763.com,keyword_match,35,LOW,True,2026-07-24 01:27:56.204418+00:00,True
http://pinco-casino-ev4y.buzz,pinco-casino-ev4y.buzz,keyword_match,38,LOW,False,2026-07-25 22:52:43.233308+00:00,True
http://pokerdomrussia.com,pokerdomrussia.com,keyword_match,32,LOW,True,2026-07-26 11:48:12.493527+00:00,True
http://1xbetkorea1.com,1xbetkorea1.com,keyword_match,49,MEDIUM,False,2026-07-25 01:12:47.683283+00:00,True
http://bitstarzcasino-online.com,bitstarzcasino-online.com,keyword_match,48,MEDIUM,False,2026-07-26 03:14:31.468801+00:00,True
http://vavada-casinopl-ink-a638e36d.pages.dev,vavada-casinopl-ink-a638e36d.pages.dev,keyword_match,71,HIGH,True,2026-07-26 12:18:16.380038+00:00,True
http://1xbet-top.org,1xbet-top.org,keyword_match,29,LOW,True,2026-07-24 03:28:28.577624+00:00,True
http://root-onlinecasino88-net.pages.dev,root-onlinecasino88-net.pages.dev,keyword_match,45,MEDIUM,False,2026-07-26 02:01:28.594558+00:00,True
http://1xbet-srbija.com,1xbet-srbija.com,keyword_match,46,MEDIUM,False,2026-07-24 11:44:44.590291+00:00,True
http://melbetru.dompatriot.ru,melbetru.dompatriot.ru,keyword_match,25,LOW,False,2026-07-26 01:05:36.101350+00:00,True
http://big-wheel-multislot-pinco-kz.pu550ev.com,big-wheel-multislot-pinco-kz.pu550ev.com,keyword_match,72,HIGH,True,2026-07-26 13:32:48.721614+00:00,True
http://102jilipark.net,102jilipark.net,keyword_match,38,LOW,False,2026-07-24 12:34:29.648483+00:00,True
http://mostbet-lj8oe.xyz,mostbet-lj8oe.xyz,keyword_match,34,LOW,False,2026-07-25 05:29:37.140494+00:00,True
http://librabetcasino-fi.eu.com,librabetcasino-fi.eu.com,keyword_match,28,LOW,True,2026-07-24 09:15:55.761557+00:00,True
http://www.5jili.bid,www.5jili.bid,keyword_match,33,LOW,False,2026-07-25 15:18:23.574142+00:00,True
http://jili62.online,jili62.online,keyword_match,39,LOW,False,2026-07-25 02:11:44.205335+00:00,True
http://betwayclubhouse.com,betwayclubhouse.com,keyword_match,20,LOW,False,2026-07-24 20:51:26.450059+00:00,True
http://jilievoapplogin.net,jilievoapplogin.net,keyword_match,56,MEDIUM,True,2026-07-26 13:16:35.718538+00:00,True
http://fambetcasino.pl,fambetcasino.pl,keyword_match,27,LOW,False,2026-07-25 13:50:28.629536+00:00,True
http://spinjili.club,spinjili.club,keyword_match,26,LOW,False,2026-07-25 05:56:55.231369+00:00,True
http://test.readymixbeton.org,test.readymixbeton.org,keyword_match,35,LOW,True,2026-07-24 07:41:05.907623+00:00,True
http://pinco-pinko-az.com,pinco-pinko-az.com,keyword_match,48,MEDIUM,True,2026-07-23 17:36:31.742240+00:00,True
http://road-chicken-form-pinco-az.pu550ev.com,road-chicken-form-pinco-az.pu550ev.com,keyword_match,56,MEDIUM,True,2026-07-24 09:55:20.334661+00:00,True
http://1xbetappcm.com,1xbetappcm.com,keyword_match,38,LOW,False,2026-07-25 09:57:57.987645+00:00,True
http://jilihotonline.com,jilihotonline.com,keyword_match,20,LOW,False,2026-07-24 17:02:40.727335+00:00,True
http://www.olivebranchletters.com,www.olivebranchletters.com,keyword_match,13,BENIGN,False,2026-07-25 22:10:02.155141+00:00,True
http://1xbet-gamess.bet,1xbet-gamess.bet,keyword_match,33,LOW,True,2026-07-24 05:41:22.289424+00:00,True
http://jili333phl.com,jili333phl.com,keyword_match,36,LOW,False,2026-07-25 23:43:39.099183+00:00,True
http://1xbet-register.com,1xbet-register.com,keyword_match,62,HIGH,True,2026-07-26 10:04:24.129815+00:00,True
http://www.365maxbet.fun,www.365maxbet.fun,keyword_match,42,MEDIUM,False,2026-07-26 06:08:50.837437+00:00,True
http://mostbet-za.online,mostbet-za.online,keyword_match,38,LOW,False,2026-07-25 14:01:27.375682+00:00,True
http://vuduqijilivine.lol,vuduqijilivine.lol,keyword_match,29,LOW,False,2026-07-25 08:41:46.053550+00:00,True
http://mostbetwinturkey.pages.dev,mostbetwinturkey.pages.dev,keyword_match,26,LOW,False,2026-07-26 05:55:47.714811+00:00,True
http://nexbets.shop,nexbets.shop,keyword_match,31,LOW,True,2026-07-24 07:34:42.126337+00:00,True
http://www.gunceldogobetgiris.com,www.gunceldogobetgiris.com,keyword_match,23,LOW,False,2026-07-24 10:41:18.350515+00:00,True
http://7xxbetway.com,7xxbetway.com,keyword_match,18,BENIGN,False,2026-07-24 23:13:21.712483+00:00,True
http://accounts.1xbet-ebud.top,accounts.1xbet-ebud.top,keyword_match,30,LOW,False,2026-07-24 11:58:34.270331+00:00,True
http://vavadating.com,vavadating.com,keyword_match,28,LOW,False,2026-07-25 11:32:05.782956+00:00,True
http://1xbet-mobile-rdc.com,1xbet-mobile-rdc.com,keyword_match,38,LOW,False,2026-07-25 21:28:14.652270+00:00,True
http://jilibb8xy3.com,jilibb8xy3.com,keyword_match,51,MEDIUM,False,2026-07-24 17:38:55.836031+00:00,True
